VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,extra,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2023-06-28 23:16:55,2023-06-28 23:35:17,2.0,1.25,1.0,N,115,151,Cash,1.0,0.9695839139404956,0.0,1.0,12.9,2.5,0.0
1,2023-06-29 11:25:20,2023-06-29 13:21:00,1.0,4.06,1.0,N,96,104,Credit Card,0.0,10.471213994719331,0.0,1.0,45.36,2.5,0.0
1,2023-06-30 08:54:23,2023-06-30 07:58:56,,1.53,,,168,237,Wallet,0.0,5.505184756997668,0.0,1.0,19.52,,
0,2023-06-29 13:56:31,2023-06-29 14:30:05,1.0,3.3,1.0,N,157,147,Credit Card,2.5,2.5532418427170964,0.0,1.0,27.9,2.5,0.0
1,2023-06-29 15:01:10,2023-06-29 16:45:21,1.0,19.28,1.0,N,216,231,Credit Card,0.0,19.58745403788274,6.55,1.0,100.69,0.0,1.75
1,2023-06-30 14:18:07,2023-06-30 14:55:34,2.0,3.12,1.0,N,60,149,Cash,0.0,2.070671444700612,0.0,1.0,19.2,0.0,0.0
0,2023-06-28 16:03:03,2023-06-28 17:45:15,2.0,2.5,1.0,N,184,117,Credit Card,5.0,8.273951726706617,0.0,1.0,30.7,2.5,0.0
1,2023-06-30 16:57:51,2023-06-30 15:40:51,2.0,0.51,1.0,N,232,127,Cash,2.5,1.0816139213236342,0.0,1.0,12.3,2.5,0.0
1,2023-06-30 15:36:55,2023-06-30 14:45:40,2.0,1.26,1.0,N,48,99,Cash,0.0,0.0907304008972409,0.0,1.0,12.6,2.5,0.0
1,2023-06-29 20:42:34,2023-06-29 21:16:00,5.0,1.46,1.0,N,259,252,Credit Card,1.0,6.187892229271771,0.0,1.0,19.68,2.5,0.0
1,2023-06-29 23:18:59,2023-06-29 22:11:02,2.0,1.84,1.0,N,97,31,Cash,1.0,2.197571673337111,0.0,1.0,15.0,2.5,0.0
1,2023-06-29 16:57:36,2023-06-29 17:32:54,2.0,6.74,1.0,N,85,183,Cash,2.5,4.527108401980468,0.0,1.0,37.45,0.0,1.75
1,2023-06-30 17:24:38,2023-06-30 18:16:14,1.0,0.86,1.0,N,140,258,Credit Card,2.5,5.937779247926778,0.0,1.0,17.28,2.5,0.0
1,2023-06-28 17:59:02,2023-06-28 17:35:42,6.0,1.96,1.0,N,218,78,Credit Card,2.5,12.156888983068,0.0,1.0,30.8,2.5,0.0
0,2023-06-29 21:37:22,2023-06-29 22:05:25,1.0,2.3,1.0,N,155,152,Credit Card,3.5,2.954873298926633,0.0,1.0,20.5,2.5,0.0
1,2023-06-30 14:45:54,2023-06-30 14:22:51,2.0,1.37,1.0,N,195,18,Credit Card,0.0,5.458035486970081,0.0,1.0,17.64,2.5,0.0
1,2023-06-28 18:27:09,2023-06-28 18:56:16,1.0,1.92,1.0,N,261,78,Credit Card,2.5,6.153474848964745,0.0,1.0,29.04,2.5,0.0
0,2023-06-30 12:29:57,2023-06-30 12:13:07,1.0,11.0,1.0,N,99,83,Credit Card,1.75,5.674495227916136,0.0,1.0,51.15,0.0,1.75
1,2023-06-29 19:49:56,2023-06-29 20:37:52,1.0,1.46,1.0,N,217,24,Cash,2.5,2.0547946298601505,0.0,1.0,18.6,2.5,0.0
0,2023-06-29 19:02:09,2023-06-29 18:01:09,1.0,0.7,1.0,N,159,90,Credit Card,5.0,6.814963188205183,0.0,1.0,14.75,2.5,0.0
0,2023-06-30 09:17:38,2023-06-30 10:08:59,1.0,3.2,1.0,N,6,154,Credit Card,2.5,9.3356031295399,0.0,1.0,36.1,2.5,0.0
1,2023-06-29 05:54:55,2023-06-29 06:50:19,1.0,4.74,1.0,N,8,214,Cash,0.0,4.239118997448308,0.0,1.0,25.2,2.5,0.0
1,2023-06-30 01:37:20,2023-06-30 03:02:07,1.0,2.87,1.0,N,91,219,Credit Card,1.0,6.413688184372292,0.0,1.0,23.6,2.5,0.0
1,2023-06-29 12:42:04,2023-06-29 12:15:36,1.0,0.79,1.0,N,103,257,Cash,0.0,2.9768171747890646,0.0,1.0,8.7,0.0,0.0
1,2023-06-28 20:46:51,2023-06-28 22:31:31,1.0,0.77,1.0,N,65,205,Credit Card,1.0,3.5247783473700958,0.0,1.0,12.96,2.5,0.0
1,2023-06-29 16:09:30,2023-06-29 16:24:19,1.0,1.46,1.0,N,138,1,Credit Card,0.0,10.964638329606425,0.0,1.0,40.32,2.5,0.0
1,2023-06-30 22:26:12,2023-06-30 22:50:10,2.0,1.69,1.0,N,188,135,Credit Card,1.0,3.755317674556344,0.0,1.0,18.0,2.5,0.0
1,2023-06-30 14:34:46,2023-06-30 16:26:12,1.0,1.06,1.0,N,78,91,Credit Card,0.0,5.189913470644119,0.0,1.0,16.3,2.5,0.0
0,2023-06-28 21:04:10,2023-06-28 21:17:45,1.0,3.1,1.0,N,163,92,Credit Card,3.5,8.84991549380146,0.0,1.0,25.55,2.5,0.0
1,2023-06-30 15:22:33,2023-06-30 14:54:06,1.0,0.4,1.0,N,141,234,Cash,0.0,3.314517057440207,0.0,1.0,9.8,2.5,0.0
1,2023-06-29 20:19:08,2023-06-29 20:44:11,1.0,11.39,1.0,N,41,256,Credit Card,6.0,13.280651240466527,6.55,1.0,78.48,2.5,1.75
0,2023-06-29 19:58:56,2023-06-29 21:56:08,1.0,28.9,2.0,N,217,258,Credit Card,4.25,10.555900453346714,6.55,1.0,88.3,2.5,1.75
1,2023-06-30 13:44:50,2023-06-30 13:04:16,1.0,2.03,1.0,N,206,78,Credit Card,0.0,6.286569372067738,0.0,1.0,23.0,2.5,0.0
1,2023-06-30 17:44:41,2023-06-30 19:02:51,6.0,3.8,1.0,N,21,139,Credit Card,2.5,8.039412245947165,0.0,1.0,35.5,2.5,0.0
1,2023-06-29 08:40:58,2023-06-29 09:19:30,1.0,1.06,1.0,N,126,234,Credit Card,0.0,6.427365870521776,0.0,1.0,13.44,2.5,0.0
1,2023-06-28 22:23:03,2023-06-28 21:56:38,2.0,3.16,1.0,N,188,225,Credit Card,1.0,6.760408947906586,0.0,1.0,30.6,2.5,0.0
0,2023-06-28 21:24:32,2023-06-28 21:50:37,1.0,3.6,1.0,N,190,73,Credit Card,3.5,6.788767388852618,0.0,1.0,28.05,2.5,0.0
1,2023-06-30 23:36:07,2023-06-30 22:44:05,6.0,1.85,1.0,N,188,12,Credit Card,1.0,8.133507098466573,0.0,1.0,19.68,2.5,0.0
1,2023-06-29 02:18:31,2023-06-29 02:36:22,1.0,6.98,1.0,N,22,185,Credit Card,1.0,3.678400550813816,0.0,1.0,32.45,0.0,1.75
1,2023-06-30 13:51:22,2023-06-30 14:58:45,1.0,2.73,1.0,N,237,246,Credit Card,0.0,6.916576846324151,0.0,1.0,25.1,2.5,0.0
1,2023-06-28 17:44:57,2023-06-28 17:17:17,1.0,1.01,1.0,N,201,33,Credit Card,2.5,2.601068312690081,0.0,1.0,18.2,2.5,0.0
1,2023-06-29 14:57:21,2023-06-29 15:26:22,1.0,1.49,1.0,N,143,196,Credit Card,0.0,5.682497425277872,0.0,1.0,25.2,2.5,0.0
1,2023-06-28 19:08:41,2023-06-28 18:29:42,1.0,1.14,1.0,N,254,39,Credit Card,2.5,4.613361957847316,0.0,1.0,18.96,2.5,0.0
0,2023-06-28 16:59:45,2023-06-28 16:17:37,1.0,7.3,1.0,N,160,66,Cash,2.5,2.89720148673782,0.0,1.0,39.2,0.0,0.0
1,2023-06-30 15:05:45,2023-06-30 15:17:18,1.0,1.19,1.0,N,165,183,Credit Card,0.0,4.22190837953811,0.0,1.0,18.48,2.5,0.0
0,2023-07-01 00:00:33,2023-06-30 23:26:29,1.0,1.4,1.0,N,27,111,Credit Card,3.5,4.661040852762175,0.0,1.0,17.15,2.5,0.0
1,2023-06-30 12:04:57,2023-06-30 10:53:26,1.0,3.0,1.0,N,215,263,Cash,0.0,0.37067950563484,0.0,1.0,22.4,2.5,0.0
1,2023-06-29 15:59:37,2023-06-29 16:35:39,1.0,0.02,1.0,N,179,160,Cash,-2.5,3.5341404980740627,0.0,-1.0,-9.5,-2.5,0.0
1,2023-06-28 19:47:40,2023-06-28 20:16:53,1.0,0.19,1.0,N,132,142,UPI,-1.0,3.4830010574302346,0.0,-1.0,-8.7,-2.5,0.0
0,2023-06-29 17:35:42,2023-06-29 17:19:58,1.0,1.8,1.0,N,134,77,Credit Card,5.0,2.4245305517570728,0.0,1.0,23.94,2.5,0.0
1,2023-06-30 13:00:02,2023-06-30 14:22:29,2.0,2.54,1.0,N,98,98,Credit Card,0.0,8.874991848157318,0.0,1.0,26.04,2.5,0.0
1,2023-06-30 00:13:41,2023-06-30 00:35:57,1.0,1.24,1.0,N,254,200,Credit Card,1.0,4.5049325548673504,0.0,1.0,22.9,2.5,0.0
1,2023-06-30 20:11:55,2023-06-30 19:57:44,1.0,0.99,1.0,N,24,39,Credit Card,1.0,3.686694604943893,0.0,1.0,16.13,2.5,0.0
1,2023-06-29 20:38:21,2023-06-29 20:23:19,1.0,0.12,1.0,N,25,150,unknown,1.0,0.3994829802631078,0.0,1.0,8.7,2.5,0.0
1,2023-06-28 21:08:53,2023-06-28 22:48:57,1.0,25.85,4.0,N,166,85,Cash,1.0,0.6871413802107251,6.55,1.0,109.7,0.0,1.75
1,2023-06-29 00:39:04,2023-06-29 01:15:32,4.0,0.0,1.0,N,30,229,Cash,1.0,3.18226385736247,0.0,1.0,7.25,0.0,1.75
0,2023-06-28 23:51:48,2023-06-28 23:17:53,2.0,1.8,1.0,N,180,182,Credit Card,3.5,5.430192058100551,0.0,1.0,18.4,2.5,0.0
1,2023-06-29 10:02:12,2023-06-29 09:49:27,1.0,1.77,1.0,N,96,183,Credit Card,0.0,4.66292554743868,0.0,1.0,18.48,2.5,0.0
1,2023-06-29 17:54:17,2023-06-29 17:27:15,2.0,0.91,1.0,N,88,246,Cash,2.5,1.8057391743750677,0.0,1.0,14.4,2.5,0.0
0,2023-06-29 04:24:06,2023-06-29 04:46:47,1.0,10.6,1.0,N,118,97,Credit Card,8.5,6.213437202839204,6.55,1.0,62.35,2.5,0.0
0,2023-06-28 20:14:18,2023-06-28 20:13:48,1.0,1.3,1.0,N,152,193,Credit Card,5.0,3.633861385809051,0.0,1.0,18.1,2.5,0.0
0,2023-06-29 08:17:34,2023-06-29 08:55:07,1.0,0.4,1.0,N,171,26,Credit Card,2.5,2.3569547832407904,0.0,1.0,10.8,2.5,0.0
1,2023-06-30 12:02:51,2023-06-30 12:40:04,1.0,1.91,1.0,N,136,87,Credit Card,0.0,6.6219328286253205,0.0,1.0,23.52,2.5,0.0
1,2023-06-29 08:39:14,2023-06-29 09:06:39,,3.74,,,26,42,Wallet,0.0,1.297778965983914,0.0,1.0,24.46,,
0,2023-06-30 17:19:30,2023-06-30 16:52:57,1.0,7.1,1.0,N,132,71,Credit Card,5.0,9.066886544406865,0.0,1.0,50.9,2.5,0.0
1,2023-06-30 06:20:31,2023-06-30 07:07:38,,9.87,,,122,196,Wallet,0.0,2.518013127574053,0.0,1.0,43.79,,
0,2023-06-29 12:02:39,2023-06-29 11:19:46,1.0,1.5,1.0,N,172,23,Credit Card,2.5,6.926782948512262,0.0,1.0,20.1,2.5,0.0
0,2023-06-30 17:10:23,2023-06-30 17:52:40,0.0,0.8,1.0,N,212,99,Credit Card,5.0,5.990732230272066,0.0,1.0,17.4,2.5,0.0
1,2023-06-30 12:40:56,2023-06-30 13:36:19,1.0,0.81,1.0,N,41,165,Credit Card,0.0,0.2727114012440113,0.0,1.0,11.2,2.5,0.0
0,2023-06-30 17:42:50,2023-06-30 18:28:58,2.0,7.5,1.0,N,8,98,Credit Card,5.0,8.232288477892352,6.55,1.0,58.35,2.5,0.0
1,2023-06-29 18:58:01,2023-06-29 18:57:35,1.0,3.08,1.0,N,135,110,Credit Card,2.5,6.793542685373671,0.0,1.0,32.0,2.5,0.0
0,2023-06-28 18:21:36,2023-06-28 17:52:23,2.0,3.0,1.0,N,56,16,Credit Card,5.0,8.37857886888369,0.0,1.0,30.6,2.5,0.0
1,2023-06-30 18:49:45,2023-06-30 18:57:35,,3.19,,,116,237,Wallet,0.0,3.403046730958252,0.0,1.0,22.32,,
0,2023-06-29 19:04:39,2023-06-29 20:28:44,1.0,0.0,1.0,N,156,107,Credit Card,0.0,2.657569031334144,0.0,1.0,34.7,0.0,0.0
1,2023-06-28 19:26:55,2023-06-28 19:30:20,2.0,2.54,1.0,N,203,214,Credit Card,2.5,7.389072508422868,0.0,1.0,28.2,2.5,0.0
0,2023-06-30 17:24:24,2023-06-30 17:12:59,1.0,2.2,1.0,N,163,114,Credit Card,5.0,7.566966167683796,0.0,1.0,23.0,2.5,0.0
0,2023-06-29 19:43:13,2023-06-29 20:05:17,1.0,2.1,1.0,N,263,86,Credit Card,5.0,4.266298499649519,0.0,1.0,24.8,2.5,0.0
0,2023-06-30 09:17:07,2023-06-30 08:38:01,1.0,1.7,1.0,N,105,124,Credit Card,2.5,3.1177942493127766,0.0,1.0,16.5,2.5,0.0
1,2023-06-30 14:50:19,2023-06-30 14:30:13,1.0,13.72,1.0,N,125,60,Credit Card,0.0,16.09723690303485,0.0,1.0,68.47,0.0,1.75
1,2023-06-30 20:30:21,2023-06-30 21:07:46,1.0,3.47,1.0,N,228,104,Credit Card,1.0,1.2215019008688943,0.0,1.0,26.9,2.5,0.0
1,2023-06-30 15:55:21,2023-06-30 15:47:44,4.0,10.75,1.0,N,250,210,Credit Card,5.0,14.034370714641236,6.55,1.0,82.81,2.5,1.75
1,2023-06-29 16:40:57,2023-06-29 17:08:20,4.0,13.12,1.0,N,218,96,Credit Card,7.5,17.114689512961515,6.55,1.0,95.05,2.5,1.75
1,2023-06-30 23:06:37,2023-06-30 23:28:55,3.0,0.89,1.0,N,184,109,Credit Card,1.0,3.128593288479916,0.0,1.0,13.9,2.5,0.0
1,2023-06-30 17:10:47,2023-06-30 17:00:21,1.0,0.67,1.0,N,50,200,Credit Card,2.5,6.631592356534201,0.0,1.0,16.44,2.5,0.0
0,2023-06-29 16:47:51,2023-06-29 16:32:56,1.0,0.9,1.0,N,21,51,Cash,5.0,1.619798547590288,0.0,1.0,16.5,2.5,0.0
1,2023-06-29 23:05:49,2023-06-29 23:41:59,4.0,1.17,1.0,N,117,257,Cash,1.0,3.239097526220476,0.0,1.0,15.7,2.5,0.0
0,2023-06-28 15:55:10,2023-06-28 16:19:34,2.0,0.7,5.0,N,92,19,Credit Card,0.0,6.210793894262927,0.0,1.0,13.2,0.0,0.0
1,2023-06-29 10:24:51,2023-06-29 10:23:14,1.0,2.23,1.0,N,58,44,Credit Card,0.0,6.866830150908834,0.0,1.0,23.52,2.5,0.0
1,2023-06-28 23:12:10,2023-06-28 23:48:27,1.0,1.17,1.0,N,43,164,Credit Card,1.0,6.578653056295881,0.0,1.0,14.64,2.5,0.0
1,2023-06-30 21:13:58,2023-06-30 21:13:45,2.0,0.89,1.0,N,234,261,Credit Card,1.0,4.228856564548863,0.0,1.0,14.64,2.5,0.0
1,2023-06-30 17:11:20,2023-06-30 17:20:22,5.0,2.07,1.0,N,7,56,Credit Card,2.5,3.651454564714328,0.0,1.0,25.5,2.5,0.0
1,2023-06-28 21:48:10,2023-06-28 23:01:41,1.0,2.48,1.0,N,33,4,Credit Card,1.0,8.67468953833298,0.0,1.0,21.38,2.5,0.0
1,2023-06-29 07:16:46,2023-06-29 07:19:20,1.0,0.89,1.0,N,93,203,Credit Card,0.0,5.3430652934988405,0.0,1.0,14.88,2.5,0.0
1,2023-06-30 18:11:03,2023-06-30 17:35:53,1.0,1.79,1.0,N,177,29,Cash,2.5,4.149547121007878,0.0,1.0,22.5,2.5,0.0
1,2023-06-30 12:32:11,2023-06-30 13:06:34,1.0,2.77,1.0,N,226,21,Cash,0.0,0.143905286832715,0.0,1.0,19.6,2.5,0.0
1,2023-06-29 00:53:38,2023-06-28 23:32:54,1.0,6.38,1.0,N,50,26,Cash,1.0,4.37366128509064,0.0,1.0,37.4,2.5,0.0
1,2023-06-29 21:09:53,2023-06-29 22:15:49,1.0,1.23,1.0,N,26,167,Credit Card,1.0,5.0638517080222085,0.0,1.0,17.16,2.5,0.0
