engine_size,horsepower,mileage,age,weight,brand,fuel_type,price
1.9796200216794095,71.01660020471878,67371.4905183261,4.228021181359653,887.001322880547,,Diesel,24284.397802302236
1.7577312108029257,140.3218274410655,74010.30278170844,5.837638251346372,1608.6559728015125,Honda,Hybrid,28215.388242531422
1.8741617559624593,122.43463869205803,28005.359542088147,3.7113420366441483,1414.745145056557,Ford,Petrol,28429.806905384175
2.1934625905335325,,55030.133160465535,3.6178147729223507,1263.206881815695,,Hybrid,29146.818967972482
,192.2896735828984,61283.723863388914,1.9913725406993086,1899.2910349197814,BMW,Diesel,37111.33382290428
,149.0420470918886,74666.47284416237,6.222756188034154,1347.8865838950676,Honda,Hybrid,28144.64132341187
,77.42233576703978,48318.26408355769,2.3267905194354133,1672.0988853583333,,Diesel,27803.382223766366
,,77755.68636077137,8.933892339072958,1504.7728732779601,,Diesel,23864.35249091569
2.3335138779445987,235.26535254430883,107376.94819993779,8.312011449938492,1712.0996531958294,Toyota,Diesel,34919.7510123603
3.047156986154774,,61795.31863363636,5.004750020323081,1356.9755317380373,,Hybrid,37588.87371858952
,161.21778781775555,66816.72453385557,3.617761717951799,1509.156961133533,,Hybrid,40715.755641097974
2.7895951766402414,88.16315502888824,99237.62507031113,9.00073077896145,1137.9190076428113,Honda,Petrol,16059.258777164421
,,61958.4231354285,2.9382642823912346,1476.6376894549362,,Hybrid,33192.69510918042
2.5650372250975217,,78717.42945172061,4.982868769772963,1435.0741123091157,Honda,Diesel,31339.051990737797
1.4393154789809817,167.03577261281427,55841.227556325684,5.847245497007714,1573.3473867182324,BMW,Hybrid,35945.570744382225
,197.83851823301939,90387.43837562515,6.17735181351779,1280.9734441810665,,Hybrid,34841.104066729364
1.8983446563557451,119.5601599457468,26134.192013337022,4.773494699909624,2291.8846221071294,BMW,Diesel,35746.05485055298
,,63509.276275837496,4.238388307720112,1622.9598379300298,Ford,Hybrid,30333.656606735785
1.6759182082500232,147.48949152431476,13630.863141604787,1.939076433006743,1495.4800272684754,,Petrol,31125.16244634841
,,52891.44898933714,2.5239838215891606,1375.7801358857166,Toyota,Petrol,20384.296279617996
1.9703460197297304,,42578.915070995514,5.687128400370191,1169.4218013229065,Honda,Hybrid,32180.456124181514
1.5636202112258903,141.45248848125615,41877.71848853788,3.4676554961972483,1033.6042442229505,Toyota,Hybrid,28376.38493224624
1.8237196890751026,184.54998397242133,73039.4191026818,5.188921042779269,1577.8476119393497,,Hybrid,35872.05876409581
2.291101795049451,169.75911498043666,63353.68824891158,4.754787165343287,1932.8591178585475,Ford,Diesel,33396.15941031864
2.1705740923575094,,77697.60102289639,2.9203038631849934,1561.204631418046,Honda,Diesel,33178.98464092849
1.5067479401466048,136.5847061423109,77947.47106192214,2.781420935428984,1644.3047646767202,BMW,Hybrid,31406.56899272086
1.9301952146419383,229.47543635640977,83262.63470462072,6.4259950184616725,1696.0081183855275,Toyota,Petrol,33615.143927768055
,83.31933920950691,78153.08455286743,5.163121241499203,1361.2932093635468,Honda,Hybrid,22999.104377362848
2.8153871990457047,71.32910094697684,53162.10929719112,8.94224611714558,1709.8226107878327,Toyota,Diesel,21847.04409974851
2.5010326851152294,203.73099664960284,79790.71387110057,3.0582549858330945,1455.8368805800842,,Petrol,39276.98888828013
1.7800834355021915,143.16736901493346,45352.263323336694,5.235044157339039,1965.2820009422305,,Hybrid,31538.70382832707
2.072174575523968,,32613.68529028562,2.8303357042192867,1596.397528471345,,Diesel,42245.51381807353
2.0066562505352565,157.57329217506378,74179.41140655459,6.373598241767982,1333.2117544709304,,Diesel,29159.84687569197
2.2234923046873627,149.17260821180116,100829.21912106474,8.525222305538447,1775.8125808885302,Toyota,Petrol,26548.54386360951
2.36900730410837,182.9070206925376,54719.66400960259,3.002778824147379,1495.6735078405145,Toyota,Petrol,37644.61261874987
,150.11725500256796,69117.46743445567,4.338201478703504,1494.117426167302,Toyota,Petrol,31230.344444132334
2.435604201628271,,67705.47097743618,2.2110889256416195,1038.2361761661468,Ford,Diesel,33420.03823654872
1.8558240830968586,,69872.50325852349,6.638926931719588,1346.3086952131152,Ford,Diesel,22751.405611420403
2.1558688641404125,156.95883146669883,33275.90161119764,5.990640845331319,1745.7576965082346,Toyota,Petrol,30558.104657238906
,98.41407730665706,57184.78614066669,5.014698208322617,1532.484657366649,BMW,Hybrid,32616.740255776924
,132.77353998526846,113783.71973059257,4.187879059416485,1335.9365907300862,Toyota,Hybrid,31843.249971544843
1.748516879432775,190.2624016887254,75316.0998300579,6.828364015692628,1428.688298516214,,Hybrid,31935.797427297723
1.7760232471484632,139.15545873974003,38795.80391350643,5.329680872318119,1464.322193910766,Toyota,Diesel,27140.760478170734
1.9501033752647334,133.8848542089778,53442.949228998514,7.736182802140393,1926.1945820855801,Ford,Petrol,24789.68617225993
2.684677902687458,182.6910080182583,82752.34742032687,7.398473280478408,1446.2377976542384,,Hybrid,34817.644354652984
2.2834294213841693,232.5173969209886,65798.57450869429,4.064014948479497,1627.7677282026523,BMW,Diesel,45093.30286851501
2.5906510328053995,,102023.16510574223,4.742189213200785,2142.3171561907966,BMW,Petrol,33200.47252288605
2.5338144374481724,187.27472998463872,35467.15461187542,6.487880023575817,1445.0120363122523,Honda,Diesel,35388.249717047845
1.5274412934949555,,57866.73642250779,1.4101967111516376,1859.2681285339713,BMW,Hybrid,35754.98931004192
2.4717086716496444,167.5919258605769,60906.58505172321,5.2330672420710815,1961.8943056984926,BMW,Petrol,36311.80292556881
,172.44808659638713,9794.98816756095,8.366823707870193,1928.8572293811435,Honda,Diesel,29827.817994013287
1.8932809351388271,125.04878856465216,36494.30667103696,3.3833611789851137,1809.290973462375,,Diesel,26777.737679624144
2.163058019713779,,22969.96185147822,5.831819012400965,1137.0819145815688,Ford,Diesel,33616.658624092066
2.4561141246026583,124.17160397733821,62066.80397328648,4.159387298199773,1541.6178075128357,Honda,Diesel,26577.2932443901
,225.0609142419775,48441.54990228627,4.153337095051054,1453.8706179135938,Ford,Petrol,36347.01206733633
,87.796921474667,59202.891344557094,5.890214776850583,1566.9942161054314,Honda,Hybrid,23617.99054449275
1.8720437101791956,,50793.600089542946,5.435927064315709,1705.2012624206948,Toyota,Diesel,25467.597081225846
1.7470780136994828,76.69068769413016,54610.24162040143,4.175456525825832,1089.0640855812667,BMW,Hybrid,22348.093673070907
,228.92212850917187,36526.94244898358,4.131694103450673,1565.3216006359908,Honda,Petrol,38383.53208201535
3.078759221029894,192.59989767952936,70437.02324654168,3.9024830299353694,1073.498557628558,BMW,Petrol,39479.20424883771
1.9749763472147623,152.3292325093511,70402.94312439978,5.776388301090422,1725.5911243825358,Ford,Petrol,29309.022350867184
,164.693688130712,71709.22541807342,5.388625989274374,1906.1596489899596,BMW,Diesel,33657.158736982725
,162.14054102013674,76896.46436411273,3.0037344257304435,1872.6165336193424,Honda,Petrol,28702.835237788637
1.483507915018464,,19892.853948908807,6.45052613155139,1502.1256094323428,Ford,Hybrid,28087.976615910025
1.7742971113054509,176.52316109232706,45755.366569716054,5.97221523283193,1186.8128195975544,,Petrol,29048.2253071099
1.9621459917537412,,54161.89450779098,5.720202427662489,1715.4636469297727,Ford,Diesel,32431.36427609023
1.80634719224303,150.83458947505991,34835.798960451386,3.5392263865450038,1301.8733439448888,Ford,Petrol,31014.793285334603
2.237661778290016,,103978.13533570626,4.957094471552878,1475.6284002986745,Honda,Diesel,33537.229393123875
2.37265365780371,,82943.16000268422,1.6167706156185333,2212.382264781607,Ford,Petrol,29417.58624541279
,95.17850484995893,71029.58330722745,0.8581519051417432,1361.7578450509413,Honda,Petrol,27559.44247031941
1.7176034171967345,117.89578497318635,25269.01605221533,3.228265235954753,1964.8848795382853,Toyota,Petrol,29291.820334272204
1.5760822172292097,,65023.6243355652,4.2498756106828965,1404.0113949567904,Toyota,Diesel,15617.531626430764
2.2925583285574014,168.6780051913023,61313.8915195904,5.766435379278548,1611.5141146810263,Toyota,Petrol,29620.52786921361
,126.04954216055394,85768.24070912963,3.5954264323453584,1704.5608924951507,Toyota,Diesel,23710.06442167598
2.03517002383292,157.47551117771658,60140.76076854936,7.625935116215757,1165.3068212616035,BMW,Diesel,32452.964045318982
0.9881499142900956,187.11710248206128,48301.96752963549,4.494262832154146,1631.4290266715684,Ford,Petrol,26518.990031034253
2.2397578414449795,,67895.66563726534,1.6649099270302745,1356.6548487881146,Honda,Petrol,33834.63132563325
,133.35487639384257,74903.40906569161,1.7955257376159715,1303.2462784412824,Toyota,Petrol,25241.036428117754
,200.08409045455346,81298.68552402104,4.3399551122715545,1306.1070562110635,Ford,Hybrid,35183.33633087954
2.1759616390264314,285.2271931485209,77357.82645512599,5.303666457771668,1539.2327463913439,BMW,Petrol,46792.60946726576
2.3714384236472865,109.00840868283416,91035.80316645242,3.5776429450543343,1182.1948517844894,Honda,Petrol,22673.443942525766
1.687701805951742,142.8181843784285,51771.38356509784,3.8319646255967763,1798.690641246522,,Hybrid,36709.035691547986
2.1623553099313293,,36763.22948690987,5.368920426142689,1022.7761842811864,,Hybrid,27341.176364475177
1.7464488112688121,132.13233603365728,53558.14888648078,11.223733276602541,1774.1840460224817,,Petrol,20055.750936681143
2.281641148916332,126.52937359937026,-18669.01493472619,4.022157103561889,1066.1455566315994,,Petrol,30813.615627891028
2.0061944812322388,183.17609614592698,91729.25918385327,3.5842562712572468,1515.0410246560825,Ford,Hybrid,33302.696904346565
,144.30133730459724,110583.61066927723,4.627289482818164,1351.7763918043559,Honda,Hybrid,25972.060472895966
1.8935155354502493,113.51056066988359,37387.909507849916,7.107830440483962,1335.4443965827963,,Hybrid,28193.719341003634
2.8433935644782724,,52744.067156169156,4.338097292415291,1517.4422338447769,,Diesel,27662.53858235551
2.500573259237483,91.98340612888492,19100.92854859327,3.294499002351143,1093.2447990916207,,Diesel,28706.712017520455
1.9016426315162023,,41076.38540449136,6.484880755630689,1680.140667746551,Ford,Petrol,23276.149693999017
,114.79414880641121,23481.779009410886,5.285333972706576,1512.576872084517,,Diesel,33316.29060054057
,137.0652651341407,58311.96991427624,2.245520971300102,930.5233325117493,Ford,Petrol,29491.20081644809
,,54972.93406953377,4.338253991058615,1080.3974448870597,Toyota,Hybrid,37404.700398485154
2.0807298739143114,164.19457082253004,105336.14944208204,6.434083384601301,848.8630176043929,Honda,Hybrid,27718.313301199625
,160.95168696829143,96728.79003688338,5.702574228291041,1754.1030923011688,BMW,Diesel,35906.462948993394
2.606456533189395,147.85002151468797,37638.41781650766,5.9439814787589444,1214.8499308245443,,Diesel,30364.99112356148
1.7925096944996652,143.93432395987185,48640.878785942674,5.311836159833967,1183.7169334354253,Ford,Diesel,27625.768400681638
1.9017469851558497,,52854.28335992084,5.749449787734056,1584.1972692799882,BMW,Hybrid,51505.0943354358
1.4289819653424036,133.29702026600094,43461.26303841274,6.1589311500509325,1305.0472457689339,Toyota,Hybrid,25750.74662010316
2.499856312962575,,63069.695364905296,4.346226872199588,1373.773764552354,BMW,Petrol,41412.66017754221
,177.07721825140243,49403.81300708228,1.639260007037548,1352.0579944200902,Ford,Petrol,38906.40489721291
1.4040375495844275,,80351.06741156633,5.3771059237194905,977.9283524182863,,Petrol,21059.247112939927
,169.04940359432678,80447.58118659425,2.593661695748073,2046.9892638896986,Ford,Hybrid,33356.352900889746
1.188777832090707,130.3758305942034,73470.84116271534,4.659945482564875,1020.3671812860578,Toyota,Hybrid,23488.767084617553
,178.71856317890112,73234.54159760357,9.31771478225454,1207.7409926469295,BMW,Petrol,29470.33726533208
,177.14500466668508,77230.04056946727,1.9699578529533714,1426.012310851613,Honda,Petrol,35464.28175687514
2.2511447559568314,,21445.35126073027,4.875127941091383,1387.5993042956195,Ford,Petrol,27653.032340425318
,,91078.18957562523,6.938741552878917,1698.610385081438,Toyota,Hybrid,27039.146632916116
2.4342325419999744,158.60938867447405,57086.489896670144,4.854066743159481,1939.639801513702,Honda,Diesel,34626.99324309402
2.1376484485717273,,66314.89448938375,3.0410574152418812,1667.130283602211,BMW,Diesel,31182.016481159826
1.8599972016918762,,68959.71206843248,4.703910391078457,734.0194120146222,BMW,Diesel,36666.166148955526
,132.4884856677406,31850.49765845179,4.377928829398355,1774.0017335912141,Toyota,Petrol,27403.452165796643
,185.6204330767349,83759.49586576954,5.6616575573335455,1506.6279939520562,Ford,Diesel,31188.161574226695
2.442248542106268,106.09475048001428,61767.66801042773,1.5630743728445835,1323.912400048881,,Hybrid,29737.771473137906
1.0631490369180203,140.43836164842162,87027.5939062874,7.484210725165834,1462.6038103511685,,Diesel,20205.791940305866
1.6479558066069,150.68070780860245,54708.827238477636,5.61122780730404,957.107644527264,Ford,Hybrid,27586.699990969824
1.6195696281001737,132.62941085927295,79836.36972047407,7.046046210907858,1816.9213154149552,Ford,Diesel,24649.247505994932
2.824128191997327,130.2998172005734,68831.28191220098,3.671591383140888,1202.0882196341772,Toyota,Diesel,31759.22288923462
1.2920820672833213,160.98863591498758,16929.8294093395,6.577691671703211,1145.6331574591634,Honda,Diesel,28063.9493700547
1.4848683142784198,96.00860797428024,50362.99093726587,5.434762730979045,1618.5582765868667,Toyota,Petrol,20165.761233913046
1.7973804036981873,154.03772848990857,89836.78878670855,4.681773986075613,1481.2850821384682,Toyota,Hybrid,26054.98101040469
1.7798442709145523,,41019.16508511766,6.446608944869847,1568.788847466466,Honda,Petrol,32600.4335488447
,111.68847985403421,63014.07277502358,3.2912520395540907,1872.3307148298509,BMW,Hybrid,30395.539935546814
,158.24688897226378,65039.985711169924,3.1539629172353467,1904.6340872915935,Toyota,Petrol,29912.638153918593
1.8426754312420215,91.52580743772353,66018.54214665985,6.679242759360934,1556.666932165026,Ford,Diesel,19886.045127260233
2.1828839628714487,96.50562553365856,102528.84930549856,5.9593675714591265,1909.9012746114208,,Diesel,22986.12067355978
2.5661177957539585,188.91619614309528,69356.57420575859,2.6879952550865633,1108.120183157928,Ford,Petrol,34933.82812182276
2.393106504712085,120.60504171053029,44909.7183774916,7.15142554589947,1104.8579966117134,BMW,Diesel,28612.58966022702
2.0362267664366973,104.10896416449901,87477.95735841308,0.5987951208731648,1539.9190459972112,,Petrol,32778.51233710198
1.1320224197619848,155.80593192910885,73575.46301639051,3.1564437433507715,1471.9539651732734,BMW,Petrol,31188.583484782368
,153.88243999126357,66389.79585862174,2.567916174497819,1095.7159229911929,BMW,Diesel,34787.67505889794
1.5638374705214562,102.30116699364189,24938.60868370627,5.1533064111155,1369.4101744100797,Honda,Petrol,23201.72278361739
2.7518092740019386,157.32319450103398,87176.21771271943,6.854531218248482,1358.9899361367934,,Petrol,30221.847097295085
2.1840779450974566,157.945127198414,68497.21967414435,7.999365559923159,1572.3395050247123,Toyota,Petrol,27886.532963155034
2.1934801104976063,101.30634713372353,97334.49959904258,7.705788837343806,1362.7933942154195,Toyota,Petrol,17358.11974371092
2.81169718564916,185.47847077878407,63744.65854938804,7.024599584665184,1806.5493090768005,Toyota,Diesel,35944.45737175738
,175.5685598227448,64286.47198050552,4.661388059031026,1653.1346088465907,Toyota,Hybrid,30178.042329972268
,,64539.13838824352,4.248319558378991,1427.6502076143922,Honda,Hybrid,39451.28049143299
1.8730539051288142,114.67491417729661,47773.594756024344,4.415934534833865,1384.2958910576308,Honda,Diesel,28356.351530378684
2.849281681077402,151.71277572091395,39075.56489968736,6.525333137014085,1204.85919325796,Ford,Hybrid,35275.22390193745
,95.39391123064729,38790.042284389594,3.861733324849612,1403.6243462201032,BMW,Diesel,32982.11440343812
2.2479540144542307,163.8103870059956,50579.71226493089,4.318989637099056,1325.4707533647938,BMW,Diesel,35830.6509942881
1.2836036260174613,218.3341270699779,69592.98624580573,3.1926469139614886,1377.293643488442,Honda,Petrol,36864.100644969876
,,34262.637789768705,2.7047221256104663,1485.3079186774637,BMW,Hybrid,37865.43837056109
2.062524307797013,108.75509753312129,60285.218652165146,8.178211260750292,1571.1794818622311,Toyota,Petrol,20596.070401628836
,108.21256961202944,46935.40075494099,2.320514635294872,1199.204858206027,BMW,Hybrid,30636.03909833668
2.4421298530455147,107.5858139762355,61812.15696164919,2.1664591902153383,1580.4358846864366,,Diesel,27705.309387774225
1.8558251935836168,,59393.57768566449,5.094259300611931,1524.9024130740218,,Diesel,28127.53595736773
2.242703828968676,,42031.75794369035,7.609933326694449,1741.2851030399015,,Petrol,33071.85886048452
1.8934844276533125,129.4453310381451,53044.57715177343,2.337374153805951,1187.643092390393,BMW,Hybrid,34629.062378870556
3.1341362914770245,176.89028455131665,38265.53318614326,5.0917169820293156,1677.5614320265001,,Diesel,37332.07144141285
,,65397.433855183706,3.0139969225955436,1184.142548604167,Ford,Hybrid,40209.30884873568
1.079359347095352,133.30440077753232,87600.04313588787,4.966920844853015,1546.022434272741,,Diesel,20103.944328903694
2.1260595243837037,132.8604859277658,71663.21115299223,3.0498170766678214,1628.685978688904,Honda,Diesel,28240.99655727086
,,74378.68033873485,7.8110069006152205,1689.195743279573,Ford,Hybrid,40715.071560239376
2.4087338155538056,158.8705394049834,63450.65186233277,2.6868983369267503,1165.9397159356508,,Diesel,33701.89341048667
2.1104086327298344,,38336.63667489156,4.600742483391383,1395.0858733611578,Ford,Petrol,31966.312243884655
,169.2974773493425,73077.06350215914,4.599830673075928,1071.9818779638483,,Petrol,28998.922223311183
1.2612122277381066,119.9323319846323,85392.22774805399,5.128740640892413,1777.3008944648361,BMW,Petrol,23901.362406460386
,198.59796630443847,79346.71350124292,11.77187914591299,1372.137422780822,Toyota,Petrol,29193.737214635057
1.5216592398382993,166.86811447474713,75105.61426249791,5.523670090280578,1817.0907771457623,,Hybrid,29064.289688260935
2.0146277673626596,159.62113838867532,75213.02521877547,3.0293850649348717,1714.57786629378,Ford,Petrol,29076.732402081165
0.9014835394493863,,46738.519758930604,6.843295150337273,1380.5116146578678,Honda,Hybrid,14775.290453156398
2.5370680231217655,104.02451331489758,97468.6637572356,6.005429922351591,1554.105903250696,Honda,Petrol,19356.984871803113
1.5435403635684457,,65926.11222103235,5.8890723087578225,1477.3610070475086,Ford,Diesel,23517.63359059336
3.0094210333633473,117.26022654440965,29155.984486304777,7.284736258652126,797.3363874454179,BMW,Hybrid,28885.690531919412
,153.26741104720526,78186.00920528229,3.684522446705138,1282.8217368392793,,Hybrid,36728.382033170725
1.9023603645889933,108.00631381230752,68231.31073942239,5.8934778593859045,1286.3613507579353,,Hybrid,23814.696070772607
2.6261586107919292,,25753.882672658,4.806144295983329,1162.9819259738852,Ford,Petrol,31846.951573609636
2.956874296109025,,80759.22281911927,1.902118900195704,1264.5343124033097,Ford,Diesel,24942.27756464914
1.8404476820915197,,56841.03965554902,1.967018712467706,1737.8120395555932,,Petrol,36646.88311878979
,,107029.23251317709,7.4626030093986095,1970.592170682261,,Diesel,30156.340059203903
2.0315808504559287,128.38785898084916,38005.007640743584,6.247025724516629,1488.8084663533157,Toyota,Petrol,25567.61682793954
1.7259891895967439,145.13152374872624,37780.47101357421,1.2178651097227204,1370.2563779629302,,Hybrid,32109.283228588483
2.1766616039978754,160.75563219402991,65227.279181496175,7.023440370919437,1597.8744291307999,,Diesel,31774.653523192428
1.0597208095739967,161.37913866429417,52268.34974948278,5.410771869143741,1604.5214488409106,,Diesel,29214.373128930827
,159.34843173614905,76356.60285233709,7.456715515197678,1395.1040965701397,Honda,Hybrid,27621.261345724513
2.601687468374939,169.47992660463325,70963.56850057357,9.82897378060559,1792.3591999544826,,Hybrid,30888.201076429043
2.3303253382359843,,23918.337353094248,6.203929476146805,1473.0081238497512,,Petrol,34380.99573668367
1.5891029206438778,126.6744942850703,50814.69384585458,5.752311064586435,1259.724828381554,Ford,Petrol,22175.304034551693
1.0636069251551363,109.32924927797302,73641.91762666313,6.077318630366877,1235.4567596537154,Toyota,Petrol,17705.2709404174
1.8036858700778773,110.61825895430412,43909.576892519864,6.975332980323056,1429.961411043944,Honda,Hybrid,20723.242813077817
2.198344551411657,203.07027081824222,55157.94346606894,3.0416658879556056,1575.38802308939,Ford,Diesel,38576.98129662336
,203.83455915155042,49448.39705307146,4.934122208800963,1774.711228385015,Honda,Petrol,36043.54538055064
1.5974234081873395,158.60250545527308,75032.27682742378,3.991832352321227,936.3156878029912,BMW,Petrol,34629.46534470968
1.695877000885862,118.9554283050299,37023.37462415834,2.043657252128325,1288.3697863569719,Toyota,Hybrid,28557.81200780954
2.092060606339246,171.91949405902486,77236.83751418599,4.233214865913925,1368.1008801466742,Ford,Petrol,30680.293440727306
1.977692980244509,70.9945564033031,74022.70655192259,2.755203123486599,1140.070853367847,Honda,Petrol,19514.007227119302
2.506718024620263,,45901.113217307706,4.9242190458011255,1522.0528137475433,,Diesel,29821.700634849534
,91.73205699102603,86439.77977955954,4.332714823850624,1208.7660158159251,Ford,Diesel,17584.253728316493
1.2716394868768872,140.5284442609731,17823.948195767203,6.729616069415142,1550.7100522973747,,Diesel,24637.649739324555
2.3477542654176844,,69554.46958721636,4.073765033936098,2067.860246918775,Ford,Hybrid,33149.92440861678
,,63814.68442311436,8.248865833401606,1306.3803649284432,Honda,Petrol,20486.461089714376
2.10791533645095,,114138.06557522967,4.957023171161438,871.729856039172,,Diesel,31353.018601188116
2.09014670027207,196.15474425771242,102778.2649844332,7.8535160008208384,1154.0217655711758,,Hybrid,33377.14763329463
,248.04731023290276,26229.89350238029,2.2340915213415204,1968.9359048539757,Honda,Diesel,45016.39398692835
,143.61863736150167,56071.732205056396,8.48426459187366,953.6388895418692,Toyota,Petrol,26115.138795387335
,202.27191048867235,59605.51341390865,2.8569909796430193,1692.0468207796698,,Hybrid,42838.484214652366
,,52155.7268638471,5.6534701284234234,1271.0617278362652,,Hybrid,25761.263329158603
,,55462.726825537364,6.62130308908847,1387.7918668597038,Honda,Diesel,40407.261227342286
1.9500697533251272,122.10222227606697,49502.12155405431,4.523775249501389,1547.6495828020156,BMW,Diesel,29364.92337475251
1.8308314819689997,113.4430277921514,62118.69616104141,7.014127142077207,1319.5229961969062,,Hybrid,25444.795628659405
1.9234270647303189,,54617.13307703109,2.7153904802291944,1366.5292392905953,,Hybrid,35267.12446919471
2.5411015763988987,158.24900848326638,55312.10970728627,6.0519796190456,652.0093250367836,Toyota,Diesel,32699.480838853848
1.9339888697394083,136.28395552607526,93926.56128453679,6.566278098302632,1365.080025399937,BMW,Diesel,28664.569170976374
2.3198231665910627,148.90671023768576,21685.714833126985,6.474400941039777,1532.4025080645397,,Diesel,29835.47609348363
1.356253509127996,186.71718516380577,54609.322697769465,7.395810567850312,1920.8043957464592,Ford,Hybrid,31204.75098991282
2.1233359997550827,,84685.94137803592,7.035963366975268,1627.5711457817338,Toyota,Diesel,23888.50780543715
,151.7242108806065,23894.450105045296,3.986968608802637,1605.7231699691008,Ford,Hybrid,37144.94905025318
2.5045023707087797,170.67253779596268,69070.7221382578,4.09230371707873,1371.8570857600955,,Diesel,35134.15666781248
2.0984822159895136,161.66597414579155,79379.64144023805,3.7360843331540545,1574.6985037226605,,Diesel,36244.79861160728
2.326499673178912,109.78102555951486,40399.43932402579,3.945244086051207,1363.2202868436007,Ford,Hybrid,30280.79113598941
2.0297958411268886,,81532.68560165404,7.9347343954329554,1669.4700023355335,Ford,Diesel,23965.120594311484
,135.22861540455915,49177.25106698345,1.3095251738830243,1783.9900662996183,,Diesel,39244.99871775326
2.318703806910277,74.23839304901537,40295.05177868817,2.7020190584109485,1497.6526620617815,Ford,Petrol,21854.55462393487
1.7370180980216374,69.20698240053085,50989.023657394864,4.32253317060603,1144.0431531488168,,Hybrid,21150.949013269095
,,53078.06760474515,8.202750534306082,1488.5180579103526,Honda,Petrol,36665.44148599449
,,75874.33990668882,3.7900765854810854,1607.4884120978463,Honda,Diesel,14900.911716749626
1.7710608846086624,158.96853782219878,70154.25931683843,2.63816074431115,1611.1785933738072,Honda,Petrol,28686.388809763193
1.4897972177946774,157.57961624162624,60846.21017747397,2.9769755448537514,1182.775941784059,,Petrol,26846.701870787507
2.0470917150327064,,28308.7903045698,4.9836136393167605,1685.625409787766,,Petrol,28836.063395750356
1.2875378611771329,157.97866413990303,45416.18721260478,8.620132903608472,1319.8893360929064,Ford,Petrol,18779.948257663862
