PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
39300,23.0,Male,Asia,Strategy,2.356885545977466,0.0,Hard,0,51,81,33,Low
30842,18.0,Male,Europe,Simulation,9.356056698633664,,Medium,13,174,32,38,High
22234,17.0,Female,Europe,Sports,18.47385304885713,0.0,Easy,12,11,50,25,Low
42925,34.0,Female,Other,Simulation,18.330374161695467,,Medium,5,156,9,31,Medium
9612,18.0,Female,Asia,RPG,5.844972536220245,0.0,Medium,5,67,1,41,High
35595,32.0,Male,Europe,RPG,6.779336029295038,0.0,Medium,2,75,72,38,Low
32159,39.0,Male,Europe,Action,14.626597194976174,0.0,Medium,8,173,82,19,High
48460,17.0,Male,USA,Action,2.265866879144201,0.0,,1,91,73,19,Low
11785,16.0,Male,,Simulation,8.32200337194347,0.0,Medium,7,30,43,21,Low
10455,29.0,Male,USA,Action,13.15622375198237,0.0,Medium,6,101,73,32,Medium
43263,20.0,Male,Asia,Simulation,0.0564816985203826,0.0,,12,143,64,12,High
30461,43.0,Female,USA,Sports,21.293290979180437,0.0,Medium,2,174,99,47,Medium
23619,27.0,Female,Europe,Strategy,23.83568098848056,0.0,Medium,15,69,27,49,Medium
14624,27.0,Female,Europe,Action,0.4516550393748932,1.0,Medium,8,148,17,22,Medium
38054,42.0,Female,USA,Sports,8.164824106738974,0.0,Easy,14,18,39,22,Low
45135,,Female,USA,RPG,5.2254275293960655,0.0,Easy,15,91,35,20,Medium
30216,21.0,Male,Other,Action,6.280134528066744,0.0,Easy,0,172,54,37,Low
45563,28.0,Male,USA,Action,7.537079546808567,0.0,Hard,5,79,49,31,Medium
39632,,Male,,RPG,20.143643808401396,1.0,Easy,8,60,36,35,Medium
22581,18.0,Female,USA,Action,17.764306033747438,1.0,Medium,3,35,18,34,Low
40093,,Male,Europe,Simulation,2.3920421827799254,1.0,Medium,15,68,69,34,Medium
27962,15.0,Female,Asia,Strategy,7.371383097697295,0.0,Easy,9,136,87,18,Medium
9141,46.0,Female,Asia,Action,3.683183597785032,0.0,Easy,19,42,64,31,Medium
41877,43.0,Female,Asia,Strategy,3.8458676093275033,0.0,Easy,11,170,60,34,High
31544,23.0,Female,Other,Simulation,20.04936270924192,0.0,Medium,16,148,37,22,High
46027,43.0,Female,USA,Sports,4.138170329011053,1.0,Easy,16,133,9,9,High
26465,24.0,Male,Europe,RPG,18.03903239851972,0.0,Medium,5,52,46,34,Medium
24462,42.0,Male,Asia,Simulation,21.556563372096328,0.0,Hard,2,110,5,43,Low
27285,36.0,Male,,RPG,7.96838157484038,0.0,Medium,19,145,20,27,High
46801,,Male,Asia,Strategy,21.676013055128305,0.0,,16,73,63,12,Medium
17900,30.0,Female,USA,Sports,14.610742129626605,0.0,Easy,15,25,20,32,Medium
35171,23.0,Male,USA,Simulation,5.704067066714087,1.0,Hard,11,58,88,31,Medium
45092,,Female,Europe,Strategy,7.1248903605524925,0.0,Easy,11,93,34,35,Low
34061,23.0,Female,Other,Sports,18.0420972797112,0.0,Easy,1,101,38,31,Low
20802,36.0,Male,,Action,15.260285317970787,0.0,Easy,19,136,6,26,High
30200,41.0,Male,Europe,RPG,4.304300724138983,0.0,,18,61,57,31,Medium
10273,36.0,Male,USA,RPG,5.407257301544002,0.0,,1,89,24,14,Low
40195,47.0,Female,Asia,RPG,2.367212124831217,0.0,Easy,17,107,93,47,High
19277,30.0,Female,Asia,RPG,15.500838739017674,0.0,Medium,16,92,73,20,High
38299,,Female,Asia,Simulation,5.369124093794492,0.0,Medium,0,90,91,29,Low
22545,37.0,Male,,Strategy,23.419340663182343,0.0,Medium,9,156,33,34,High
13886,25.0,Male,Europe,Sports,14.888639599551174,0.0,Easy,16,112,7,10,High
38874,46.0,Male,,Simulation,21.52249360074796,1.0,Medium,16,88,61,49,High
38282,35.0,Male,Asia,Strategy,14.605297716711725,0.0,Easy,15,81,44,26,Medium
41587,37.0,Female,USA,RPG,19.57901502870894,0.0,Medium,7,127,7,40,Medium
35608,19.0,Male,Asia,Simulation,23.19245417667797,,Easy,15,11,94,28,Low
26940,40.0,Male,Other,Sports,5.762576096146829,1.0,,3,62,89,41,Medium
18271,44.0,Male,USA,Simulation,6.973195131823609,0.0,Medium,1,97,33,19,Low
13136,31.0,Male,Other,RPG,10.651695424471528,0.0,Medium,3,159,22,6,Medium
27193,47.0,Female,Europe,Simulation,4.515222577780817,,Easy,18,28,19,20,Medium
22627,32.0,Male,USA,RPG,9.64850205338407,0.0,Easy,0,15,89,18,Low
22683,39.0,Male,Other,Action,17.185397768995646,0.0,Easy,2,128,53,10,Low
14109,30.0,Male,USA,Action,18.31907238146228,0.0,,7,131,56,25,Medium
41528,33.0,Female,USA,Strategy,17.025007364590657,0.0,Medium,1,128,56,7,Low
15252,47.0,Female,USA,Sports,15.80104009787875,0.0,Easy,1,66,63,32,Low
45787,34.0,Female,USA,Strategy,21.408258984734744,1.0,Easy,11,159,17,38,High
45860,43.0,Female,USA,Simulation,18.14932110210377,1.0,Medium,16,10,95,46,Medium
11691,48.0,Female,USA,Sports,23.887417324739985,,Medium,15,120,47,10,High
42489,24.0,Female,USA,RPG,13.43148372660756,1.0,Easy,8,157,54,36,Medium
24272,28.0,Male,Europe,Strategy,0.571462563084105,1.0,Easy,1,41,92,15,Low
10136,46.0,Male,USA,Sports,22.10298197133008,0.0,Hard,7,102,36,33,Low
48923,47.0,Male,Europe,Simulation,15.94471567989786,0.0,Medium,10,124,82,19,Medium
20314,28.0,Male,USA,Sports,13.35560858366822,0.0,Easy,5,56,50,48,Medium
19489,17.0,Male,,Strategy,23.17839606485137,0.0,,4,136,36,39,Medium
37410,46.0,Female,Europe,Sports,13.722951088861546,0.0,Medium,8,87,13,32,Medium
36099,22.0,Male,USA,Sports,9.801166459611771,1.0,Hard,12,162,90,45,High
21999,,Male,USA,Sports,15.4662366740599,0.0,Medium,1,41,16,47,Low
10398,,Male,Other,Simulation,7.945109612870445,0.0,Hard,15,60,97,34,Medium
32462,23.0,Female,Other,Action,21.15178326231399,0.0,Easy,12,42,4,14,Medium
18089,24.0,Female,Asia,RPG,12.08039844303986,0.0,Medium,19,132,98,22,High
24779,37.0,Male,USA,Action,10.259307448556616,0.0,Hard,3,10,19,42,Low
12469,26.0,Male,USA,Sports,11.162478146228056,,Easy,18,171,96,46,Low
37082,25.0,Male,Asia,Sports,5.327370786365705,0.0,Hard,2,46,66,28,Low
45302,18.0,Male,USA,Simulation,1.7608315752222827,0.0,Medium,3,134,27,6,Medium
46469,42.0,Male,,Simulation,2.088606487157313,0.0,Easy,15,87,46,48,Medium
34112,49.0,Female,USA,Simulation,10.229305821031922,0.0,Medium,3,85,68,34,Medium
18139,40.0,Female,USA,Strategy,7.912831077047349,0.0,Medium,5,40,56,41,High
12027,28.0,Male,Europe,Simulation,21.316758985424816,0.0,Medium,12,93,2,28,High
20992,,Male,Europe,RPG,11.9143330377415,1.0,Medium,14,58,67,13,Medium
32099,35.0,Male,Europe,Simulation,5.02118158329754,1.0,Easy,3,12,69,22,Low
25421,49.0,Female,USA,RPG,14.00665620317352,0.0,Hard,11,90,63,38,Medium
20142,,Male,Europe,Simulation,22.808505401581947,0.0,Easy,10,26,37,24,Low
42683,16.0,Female,Asia,RPG,8.466455491094425,0.0,Easy,7,146,28,45,Medium
37020,,Male,,RPG,14.662845942856585,1.0,Hard,17,39,6,42,Medium
43046,16.0,Female,USA,Sports,13.464307454596703,0.0,Hard,3,26,20,12,Low
31830,35.0,Female,Europe,RPG,6.060565874834331,,Hard,18,140,90,26,High
35018,28.0,Female,Europe,RPG,19.88941495733613,1.0,Easy,0,87,83,26,Low
32498,41.0,Male,Europe,Strategy,17.55463813341018,0.0,Hard,15,54,21,9,Medium
26592,39.0,Male,USA,Action,7.045781984945902,0.0,Hard,3,24,15,19,Low
20725,15.0,Female,Other,Sports,22.06513277648199,,Medium,19,15,44,29,Medium
24644,49.0,Female,Other,Sports,13.960395447092578,0.0,Medium,4,56,47,5,Low
45288,19.0,Male,,RPG,21.61508759757869,1.0,Medium,18,47,47,40,High
19068,15.0,Male,USA,Simulation,18.943425981687195,0.0,Medium,18,150,23,38,High
16085,48.0,Male,USA,Action,23.287530176719034,1.0,Medium,19,53,14,28,High
46628,42.0,Female,Other,Strategy,11.03281591063586,,,12,95,23,41,Medium
29709,29.0,Female,USA,Sports,18.84477691883828,0.0,Medium,1,39,23,14,Low
28891,,Female,USA,Action,14.585379348595328,0.0,Easy,19,56,13,41,Medium
47434,29.0,Female,USA,Strategy,19.704835945758624,0.0,Medium,11,86,14,7,Medium
45552,33.0,Female,Asia,Action,15.6063450461474,0.0,Medium,18,179,6,24,High
44814,48.0,Male,USA,RPG,8.115061324135581,0.0,Medium,18,75,88,38,High
36794,24.0,Male,Europe,Sports,7.650138439118379,,Medium,11,18,80,12,Low
47225,28.0,Male,Europe,Strategy,22.98228876857383,1.0,Medium,10,112,51,16,Medium
33331,44.0,Female,Other,RPG,18.10674753791105,0.0,Medium,3,173,67,1,Medium
12987,26.0,Male,Europe,Strategy,6.326364337142505,0.0,Hard,8,38,25,20,Low
19705,28.0,Male,USA,Strategy,23.173009985800974,0.0,Medium,18,44,45,38,Medium
27934,31.0,Male,Europe,Strategy,15.927155795284223,0.0,Medium,9,80,99,20,Medium
29468,15.0,Female,USA,RPG,7.057631665734798,1.0,,17,122,92,41,High
10975,49.0,Male,USA,RPG,6.220649283490468,0.0,,4,150,82,34,Medium
12191,35.0,Female,USA,Simulation,13.954904664656151,0.0,Easy,10,54,76,40,Medium
40357,43.0,Male,,Strategy,23.46897606909736,0.0,Hard,7,27,80,17,Low
17888,40.0,Male,USA,Simulation,17.506190999313652,,Hard,1,157,59,45,Low
21295,42.0,Female,Other,Action,3.3535246804303664,0.0,Easy,14,11,78,33,Medium
34418,19.0,Male,USA,Sports,3.024107568640427,0.0,Easy,5,76,7,27,Medium
21372,46.0,Male,USA,Sports,19.45824783378665,0.0,Easy,14,157,69,41,High
46341,15.0,Female,Other,Strategy,1.6822155945361743,0.0,,2,178,21,13,Medium
21305,43.0,Male,Asia,Action,23.90677284064793,0.0,Easy,5,144,55,3,Medium
45688,28.0,Male,Europe,Action,8.916285129339958,0.0,Easy,18,174,31,21,High
16969,39.0,Female,USA,Sports,16.987290167492905,1.0,Easy,9,157,39,17,High
33072,47.0,Female,,Strategy,6.707817750353971,0.0,Medium,11,171,60,38,High
30882,45.0,Female,Europe,RPG,23.974681282974384,0.0,Easy,14,155,60,42,High
33068,42.0,Female,Asia,Sports,6.231774638657422,0.0,Easy,7,13,20,25,Low
26532,35.0,Female,USA,Simulation,0.3644405507620387,0.0,Easy,10,117,68,45,Medium
46599,47.0,Male,USA,Strategy,16.27558784454358,0.0,Medium,13,118,64,13,High
20953,47.0,Female,Asia,Sports,12.349743304788252,0.0,Easy,14,164,15,12,High
22634,24.0,Male,,Action,6.113718100492067,0.0,Easy,14,69,74,27,Medium
15938,43.0,Female,Europe,RPG,7.819336249829759,0.0,Easy,6,66,99,31,Medium
20670,21.0,Male,Europe,Sports,6.127342455729593,1.0,Hard,11,12,25,22,Low
19151,29.0,Male,Asia,Simulation,21.93829917404524,0.0,,19,120,15,6,High
26692,48.0,Female,USA,RPG,3.628067523423341,0.0,Easy,18,102,89,33,High
43121,44.0,Female,USA,Strategy,14.920888375349035,0.0,Hard,9,56,72,0,Medium
26645,25.0,Male,USA,RPG,5.410494975165147,0.0,Easy,3,74,33,37,Low
19199,,Female,,Simulation,20.12698007075712,0.0,Medium,12,162,36,38,High
16436,34.0,Male,Other,Sports,8.891913518725048,1.0,Hard,19,79,21,15,High
24680,27.0,Female,Other,Action,16.456031529365372,0.0,Easy,13,57,63,46,Medium
29152,45.0,Female,USA,Simulation,3.6759496181184983,0.0,,5,40,85,38,Medium
19526,44.0,Male,USA,Action,16.86378078212139,0.0,,15,77,29,9,Medium
27697,18.0,Male,,Strategy,5.498976354255023,0.0,Easy,19,142,22,35,High
18780,28.0,Male,USA,Strategy,9.61262997213082,1.0,Easy,5,58,40,46,Medium
30582,26.0,Female,USA,Strategy,2.0436355883137214,0.0,Medium,2,145,16,12,Low
29744,24.0,Male,Other,RPG,7.868902262311423,,Medium,17,22,39,40,Medium
32087,43.0,Male,,Sports,1.0660472513622734,0.0,Medium,1,69,6,18,Low
26856,25.0,Female,Europe,Action,16.31366467937727,0.0,Easy,11,158,11,33,High
44254,31.0,Male,USA,Action,12.465270817024782,1.0,Medium,14,171,93,41,High
46017,,Male,Europe,Action,2.210582475578609,0.0,Easy,5,121,38,5,Medium
16045,48.0,Male,Asia,Action,6.414047749239037,0.0,Medium,16,172,91,44,High
23997,,Female,Europe,Action,21.88266229298621,0.0,Hard,6,98,17,35,Medium
22103,46.0,Male,Europe,Strategy,6.719568871689685,0.0,Medium,15,51,51,18,Medium
23444,43.0,Male,Europe,Action,2.441223377363139,0.0,Medium,10,127,36,45,Medium
16295,42.0,Male,USA,Strategy,5.7335781452323245,1.0,Medium,15,69,41,34,Medium
29533,20.0,Female,,Sports,4.791185189785524,0.0,,12,174,83,39,High
47066,31.0,Male,Asia,RPG,16.945074618286945,0.0,Medium,12,40,36,49,Medium
43422,43.0,Female,Europe,Strategy,15.619779391292532,0.0,,9,132,44,47,Medium
24252,45.0,Male,Europe,Strategy,20.383917136491625,0.0,,7,30,96,2,Low
44296,27.0,Male,Europe,Strategy,17.46797045380563,0.0,Easy,18,107,6,12,Low
17615,42.0,Female,USA,Simulation,19.22673578761796,0.0,Medium,2,69,72,10,Low
44984,49.0,Male,USA,Strategy,0.5168404410535157,0.0,Easy,1,26,64,35,Low
46911,26.0,Male,Other,Strategy,10.69064300378818,0.0,Hard,13,73,88,14,Medium
36696,35.0,Male,Europe,Strategy,20.32155640744297,1.0,Hard,16,65,97,47,Medium
26343,32.0,Female,Asia,Action,0.9981026806021456,0.0,Hard,11,149,17,45,High
47510,32.0,Female,Europe,Action,12.242798213496306,0.0,Easy,18,102,89,31,High
39764,19.0,Male,Europe,Sports,7.805901051395518,0.0,Medium,8,87,12,36,Medium
31157,25.0,Male,USA,Sports,1.1517788611847788,0.0,Easy,8,25,87,31,Medium
14130,36.0,Female,USA,Strategy,2.9853482354434098,1.0,Hard,9,112,52,32,Medium
31029,27.0,Female,USA,Action,12.038884487263434,1.0,Medium,16,35,86,44,Medium
25050,15.0,Female,USA,RPG,23.20419958925204,0.0,Easy,11,117,28,40,Medium
19844,30.0,Male,Asia,Simulation,21.58625966099827,0.0,Easy,11,157,21,36,High
44007,49.0,Male,USA,Strategy,23.8067504014245,0.0,,19,106,68,0,High
17137,43.0,Male,USA,Strategy,11.750602344418336,0.0,Easy,12,29,18,4,High
35879,,Male,,Sports,9.19579176666276,0.0,Easy,5,25,71,33,Low
48111,16.0,Male,Asia,Action,13.710582736898967,0.0,,3,115,99,46,Medium
21686,19.0,Female,Other,RPG,0.6974085324413446,0.0,Easy,1,79,22,37,Low
14197,32.0,Male,USA,Action,8.492259781867615,0.0,Medium,3,22,4,26,Low
48613,47.0,Male,Europe,Simulation,18.611228721976733,1.0,,19,155,98,46,High
47979,29.0,Male,Europe,Sports,3.835846316828791,0.0,Hard,13,159,88,32,High
18004,34.0,Male,USA,Strategy,4.502630143036505,0.0,Medium,5,148,36,20,Medium
36717,21.0,Male,USA,Sports,17.02559586385611,0.0,Easy,15,54,84,35,Medium
47084,36.0,Male,,RPG,20.516225129790183,0.0,Easy,18,109,87,9,High
29573,30.0,Female,USA,Simulation,16.839078831834545,0.0,Hard,3,126,28,34,Medium
31869,28.0,Male,Europe,Simulation,7.544179964152431,0.0,Medium,16,148,68,29,High
25880,43.0,Male,Europe,RPG,19.38398930056229,0.0,,2,123,80,7,High
38500,18.0,Female,USA,Action,13.991038252730675,0.0,Easy,16,77,84,18,Medium
14547,47.0,Female,USA,Action,5.233965037400671,0.0,Easy,10,88,2,14,Medium
44774,47.0,Female,Other,Strategy,13.19413292213238,0.0,Medium,14,63,29,31,Medium
28086,46.0,Male,USA,RPG,4.648509353496327,0.0,Medium,0,51,59,43,Low
12006,18.0,Male,USA,Action,1.9866874346016288,0.0,Hard,8,120,80,28,Medium
33024,28.0,Male,Asia,Strategy,21.669741921925816,0.0,,19,99,88,30,High
10693,24.0,Male,Europe,Sports,18.948556399391254,1.0,Easy,8,18,2,0,High
47017,25.0,Female,Europe,Sports,22.634798322838705,0.0,Easy,2,20,25,18,Low
39880,,Male,Asia,Action,14.038779035520689,0.0,Medium,5,125,33,26,Medium
40124,45.0,Male,USA,Strategy,2.6840155150452194,1.0,Easy,9,99,20,45,Low
16088,45.0,Male,Europe,Action,15.055448933297566,0.0,Medium,6,63,15,27,Medium
40263,39.0,Male,USA,Strategy,3.5427124054546004,,Easy,10,101,88,18,High
39254,42.0,Female,USA,Simulation,3.8405362255606166,0.0,Easy,11,144,96,11,High
23051,19.0,Male,Asia,Action,11.800647273090425,,Easy,1,126,88,38,Low
13713,48.0,Male,USA,Action,9.481247190938358,0.0,Medium,15,103,44,46,High
26914,36.0,Female,,Sports,6.436687436617081,1.0,Medium,3,121,4,14,Medium
37602,37.0,Male,Europe,Strategy,23.937975586634614,0.0,Easy,0,62,65,33,Low
27525,32.0,Female,USA,Simulation,5.720918972431862,0.0,Medium,16,22,79,23,Medium
20700,19.0,Female,Europe,Simulation,3.3859303942593995,0.0,,12,43,74,28,Medium
15402,20.0,Female,Asia,Action,18.76783468837064,0.0,Easy,17,18,87,48,Medium
46768,18.0,Male,USA,Strategy,17.003271424089796,0.0,Easy,11,45,8,39,Medium
14919,36.0,Female,Asia,RPG,12.604731228634488,0.0,Medium,15,57,77,37,High
48973,45.0,Female,Asia,RPG,8.343809539979087,0.0,Hard,14,78,91,34,Low
47607,20.0,Female,Europe,Action,3.071655188956658,0.0,Hard,10,30,32,22,Low
44610,47.0,Male,USA,Strategy,14.145645704933276,0.0,Easy,9,63,74,22,Medium
28116,21.0,Male,Europe,RPG,8.610459190490676,1.0,Easy,2,156,96,15,Medium
14147,,Male,Europe,Strategy,3.154803057768147,1.0,Medium,0,28,73,37,Low
36623,46.0,Male,Europe,RPG,12.11663767198648,0.0,Medium,3,150,53,36,Medium
10406,16.0,Male,USA,RPG,13.921987447254828,0.0,Hard,8,34,58,13,Low
10134,32.0,Female,,Sports,0.992857463440142,1.0,,3,115,16,27,Medium
36136,30.0,Female,Europe,RPG,1.7940800785025406,0.0,Hard,16,178,14,15,High
35238,15.0,Male,Europe,RPG,5.632848927379173,0.0,Easy,19,177,38,44,High
15224,15.0,Male,Europe,Sports,1.6342978904444836,0.0,Easy,8,144,34,38,Medium
12488,31.0,Male,Asia,Simulation,12.808709352177065,0.0,Hard,5,134,38,17,Medium
36870,34.0,Male,Other,Action,16.679165400929314,0.0,Hard,2,62,25,7,High
27668,39.0,Female,Asia,Simulation,2.117217666272478,1.0,Medium,5,157,14,33,Medium
26644,45.0,Male,Europe,RPG,6.6720807985484445,,Medium,19,39,51,3,Medium
32275,30.0,Female,Europe,Action,5.44340936451144,0.0,Medium,7,73,68,38,Medium
31096,36.0,Female,Europe,RPG,0.4989114560279892,0.0,Easy,13,77,24,7,Medium
24851,39.0,Male,Europe,Sports,22.79705354683466,0.0,Easy,15,171,33,35,High
10766,22.0,Female,Europe,Simulation,7.625496464109165,1.0,Medium,11,153,53,5,High
20640,39.0,Male,USA,Simulation,11.01605929023402,0.0,Medium,10,101,95,23,Medium
16010,20.0,Male,Other,Simulation,13.307484028016866,1.0,Medium,7,31,57,48,Medium
35753,16.0,Female,Europe,RPG,2.07743969244125,0.0,Hard,9,122,17,1,Medium
22334,21.0,Female,USA,Simulation,1.556680542988783,0.0,Easy,15,152,3,19,High
21566,20.0,Female,Other,Strategy,18.220647251884376,0.0,Medium,15,132,74,25,High
11286,39.0,Male,Europe,Strategy,22.564996634855525,0.0,Hard,19,25,51,28,Medium
10918,16.0,Male,,Simulation,3.9022684648505495,1.0,Hard,11,65,87,13,Medium
36753,24.0,Male,Other,Action,3.4070182932117152,,Medium,1,163,25,49,Low
32112,23.0,Male,Europe,RPG,10.169455138869466,0.0,Easy,16,138,37,14,High
41664,45.0,Male,Other,Action,0.672324020163173,0.0,Easy,3,91,11,16,Low
32562,,Female,Asia,RPG,15.59706887136866,0.0,Easy,10,18,95,34,Medium
34901,29.0,Male,Europe,Sports,13.350714400974308,0.0,Easy,1,73,73,35,Low
32203,22.0,Female,USA,Simulation,13.873759554416631,0.0,Easy,14,44,57,49,Medium
26674,34.0,Male,Other,Action,15.636851363274594,0.0,Easy,12,152,71,48,High
11205,18.0,Male,USA,RPG,13.466054278063645,0.0,Easy,11,115,52,9,Medium
46942,40.0,Male,Asia,Strategy,16.82498368635723,0.0,Medium,4,30,86,16,Low
16811,17.0,Male,Europe,RPG,19.24296292127973,0.0,Medium,14,144,41,29,High
9147,31.0,Female,USA,Strategy,19.3903095458206,0.0,Easy,11,27,23,13,Low
21396,31.0,Male,Asia,RPG,18.59635038909892,0.0,Hard,3,114,15,16,High
47827,31.0,Male,USA,Sports,3.589531706627943,0.0,Hard,3,155,22,22,Medium
22261,49.0,Male,USA,Action,0.8895668364318396,0.0,Medium,5,98,20,20,Medium
10228,27.0,Male,USA,Strategy,15.212378207480814,0.0,Medium,17,89,75,39,Medium
